taxid,desc,superkingdom,phylum,class,LS001,LS002,LS003,LS004,LS005,LS006,LS007,CD-SRS301865,CD-SRS301866,CD-SRS301867,CD-SRS301868,CD-SRS301869,CD-SRS301870,CD-SRS301871,CD-SRS301872,CD-SRS301873,CD-SRS301874,CD-SRS301875,CD-SRS301876,CD-SRS301877,CD-SRS301878,CD-SRS301879,UC-SRS071964,UC-SRS071970,UC-SRS071978,UC-SRS071981,UC-SRS071982,UC-SRS071988,HE-SRS011061,HE-SRS011084,HE-SRS011134,HE-SRS011239,HE-SRS011271,HE-SRS011302,HE-SRS011405,HE-SRS011452,HE-SRS011529,HE-SRS011586,HE-SRS012273,HE-SRS012902,HE-SRS013158,HE-SRS013215,HE-SRS013687,HE-SRS013951,HE-SRS014235,HE-SRS014923,HE-SRS014979,HE-SRS015065,HE-SRS015217,HE-SRS015578,HE-SRS015663,HE-SRS016018,HE-SRS016095,HE-SRS016335,HE-SRS016495,HE-SRS017103,HE-SRS017433,HE-SRS018427,HE-SRS018656,HE-SRS020328,HE-SRS020869,HE-SRS022713
68337,Deferribacteres,Bacteria,Deferribacteres,Deferribacteres,0.000052,0.000032,0.000038,0.000068,0.000037,0.00005,0.000032,0.000002,0.000001,0.000002,0.000003,0.000002,0.000012,0.000004,0.000001,0.000006,0.000001,0.000015,0.000002,0.000005,0.000001,0.000006,0.000035,0.000007,0,0.000002,0.000008,0.000026,0.000049,0.000061,0.000153,0.000098,0.000046,0.000233,0.00001,0.000009,0.000052,0.000105,0.000188,0.000003,0.000011,0.000002,0.000057,0.000145,0.000089,0.000069,0.000173,0.000036,0.000176,0.00002,0.000055,0.00001,0.000088,0.000205,0.000138,0.000011,0.000005,0.000026,0.000074,0.000099,0.000085,0.000007
204429,Chlamydiia,Bacteria,Chlamydiae,Chlamydiia,0.000022,0.000017,0.000021,0.000035,0.000041,0.000023,0.000019,0.000003,0.000002,0.000003,0.000005,0.000004,0.000016,0.000004,0.000002,0.000003,0.000002,0.000013,0.000001,0.00001,0.000003,0.000011,0.00023,0.000002,0,0.000002,0.000005,0.000007,0.000025,0.000077,0.000074,0.000065,0.000025,0.000068,0.000008,0.000002,0.00002,0.000062,0.000091,0.000002,0.000011,0.000001,0.000049,0.000083,0.00003,0.000041,0.000084,0.000039,0.000081,0.000006,0.000033,0.000008,0.000103,0.000214,0.000044,0.000007,0.000003,0.000014,0.000031,0.000058,0.000066,0.000003
641853,Elusimicrobia,Bacteria,Elusimicrobia,Elusimicrobia,0.000009,0.000012,0.000011,0.000016,0.000039,0.000019,0.000017,0.000003,0.000002,0.000002,0,0,0,0,0.000001,0,0.000002,0.000001,0,0.000004,0.000001,0.000002,0.000008,0.000003,0,0,0.000002,0.000002,0.000015,0.000023,0.000039,0.000086,0.000011,0.000122,0.000002,0.000002,0.000006,0.000024,0.000021,0,0.00001,0,0.000031,0.000035,0.000033,0.00002,0.000075,0.000015,0.000032,0.000003,0.000008,0.000001,0.000072,0.000225,0.000077,0.000002,0.000001,0.00001,0.000012,0.000021,0.000035,0.000001
183963,Halobacteria,Archaea,Euryarchaeota,Halobacteria,0.00004,0.000121,0.000138,0.000052,0.000222,0.000083,0.000162,0.000027,0.000018,0.000005,0.000005,0.000005,0.000004,0,0.000029,0.000001,0.000027,0.000004,0.000005,0.000003,0.000007,0.000006,0.00003,0.000001,0.000001,0,0.000001,0.000002,0.000035,0.000018,0.000041,0.000029,0.000008,0.000095,0.000004,0.000003,0.000017,0.000011,0.000022,0,0.000002,0,0.000027,0.000035,0.000027,0.000035,0.000085,0.000013,0.000026,0.000005,0.00002,0.000014,0.00003,0.000048,0.000019,0.000015,0.000002,0.000019,0.000042,0.000044,0.000056,0.000001
795747,Ignavibacteria,Bacteria,Ignavibacteria,Ignavibacteria,0.000018,0.000022,0.000019,0.000025,0.000024,0.000022,0.000022,0.000002,0.000001,0.000002,0.000001,0.000001,0.000004,0.000001,0.000001,0.000001,0.000002,0.000004,0.000001,0.000003,0,0.000002,0.000175,0.000003,0,0,0,0.000004,0.000029,0.000024,0.000049,0.000048,0.000017,0.000074,0.00001,0.000004,0.000019,0.000036,0.000065,0.000005,0.000013,0.000005,0.00003,0.000063,0.000036,0.000032,0.00007,0.000016,0.000062,0.000007,0.00004,0.000012,0.00009,0.000158,0.000063,0.000009,0.00001,0.00001,0.000022,0.000036,0.000032,0.000005
204432,Acidobacteriia,Bacteria,Acidobacteria,Acidobacteriia,0.000018,0.000058,0.000055,0.000032,0.000163,0.000047,0.00007,0.000016,0.000011,0,0.000002,0.000003,0.000003,0,0.000018,0,0.000018,0.000001,0.000001,0.000002,0,0.000001,0.000009,0.000003,0.000001,0,0.000004,0.000005,0.000029,0.000014,0.000031,0.00002,0.000011,0.000018,0.000004,0.000003,0.000016,0.000012,0.000016,0.000001,0.000001,0,0.000016,0.000022,0.000018,0.000029,0.000035,0.000008,0.000029,0.000004,0.000013,0.00001,0.000029,0.000059,0.000023,0.00001,0.000002,0.000011,0.000024,0.000029,0.000032,0.000001
3166,Chlorophyceae,Eukaryota,Chlorophyta,Chlorophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000022,0,0,0,0,0.000001,0.000079,0,0,0,0,0,0.000151,0,0,0,0.000006,0,0,0,0.000029,0,0.00012,0.000009,0,0.000001,0,0.000025,0,0,0,0
147545,Eurotiomycetes,Eukaryota,Ascomycota,Eurotiomycetes,0.000007,0.000026,0.000014,0.000002,0.000007,0.000009,0.000006,0,0,0,0.000002,0.000002,0.000013,0,0,0.000102,0,0.000005,0.000001,0.000001,0,0.000067,0.000025,0.000001,0,0.000005,0.000002,0,0.000002,0,0.000002,0.000005,0,0.000014,0,0.000026,0.000064,0.000001,0.000002,0,0,0,0.000039,0.000002,0.000012,0.000025,0.000026,0.000019,0.000031,0,0.000023,0,0.000147,0.000007,0.000001,0,0,0.000007,0.000001,0.000002,0.000001,0
183924,Thermoprotei,Archaea,Crenarchaeota,Thermoprotei,0.000015,0.000022,0.000021,0.000028,0.000043,0.000018,0.000021,0.000007,0.000005,0.000001,0.000003,0.000002,0.000008,0.000004,0.000007,0.000003,0.000005,0.000002,0.000001,0.000003,0.000001,0.000004,0.00003,0.000009,0.000001,0,0.000005,0.000006,0.000015,0.000017,0.000039,0.000021,0.000006,0.000112,0.000003,0.000002,0.000058,0.000022,0.000041,0.000001,0.000007,0,0.000016,0.000055,0.000029,0.000026,0.000075,0.000006,0.000034,0.000006,0.000013,0.000003,0.000014,0.000022,0.000145,0.000005,0.000001,0.000006,0.000014,0.000013,0.000024,0.000002
203693,Nitrospira,Bacteria,Nitrospirae,Nitrospira,0.000031,0.000034,0.000034,0.00005,0.000047,0.000038,0.000031,0.000006,0.000004,0.000001,0.000004,0.000003,0.000013,0.000006,0.000005,0,0.000007,0.000004,0,0.000002,0.000001,0.000005,0,0.000014,0,0.000001,0.000005,0.000009,0.000023,0.000026,0.000078,0.000046,0.000023,0.000123,0.000005,0.000006,0.000034,0.000052,0.00014,0.000002,0.000008,0.000001,0.00002,0.000106,0.000057,0.000051,0.00007,0.000025,0.00008,0.000013,0.000037,0.000008,0.000039,0.00014,0.000088,0.000009,0.000006,0.000019,0.000024,0.000062,0.000049,0.000003
67799,Thermodesulfobacteria,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,0.000033,0.000017,0.000017,0.000049,0.000018,0.000029,0.000015,0.000001,0.000001,0.000001,0.000002,0.000001,0.00001,0.000001,0.000001,0.000001,0.000001,0.000009,0,0.000002,0,0.000002,0.00006,0.000015,0,0.000001,0.000008,0.000017,0.00002,0.000027,0.000122,0.000098,0.000023,0.000104,0.000003,0.000003,0.000025,0.000081,0.000139,0.000003,0.000002,0,0.000029,0.000114,0.000044,0.000023,0.000073,0.000014,0.000103,0.000009,0.000033,0.000004,0.000015,0.000077,0.000046,0.000005,0.000002,0.000007,0.000036,0.000079,0.000047,0.000002
414999,Opitutae,Bacteria,Verrucomicrobia,Opitutae,0.000022,0.000053,0.000053,0.00003,0.000139,0.000062,0.000079,0.000007,0.000005,0.000001,0.000002,0.000002,0.000002,0,0.000009,0.000001,0.000007,0.000003,0,0.000001,0,0.000001,0.000009,0.000001,0.000002,0.000001,0,0.000001,0.000055,0.000019,0.000038,0.000026,0.000073,0.000125,0.000005,0.000004,0.000015,0.000015,0.00002,0,0.000002,0,0.000018,0.000024,0.000023,0.000024,0.00012,0.000009,0.000053,0.000004,0.00002,0.000035,0.000043,0.000044,0.000014,0.000019,0.000002,0.000012,0.000061,0.000038,0.00004,0.000004
204430,Fibrobacteria,Bacteria,Fibrobacteres,Fibrobacteria,0.00001,0.000052,0.00005,0.000033,0.000037,0.000041,0.000049,0.000005,0.000003,0.000001,0.000004,0.000004,0.000006,0.000002,0.000005,0,0.000005,0.000014,0.000001,0.000002,0.000001,0.000002,0.000004,0.000003,0,0,0.000003,0.000001,0.000041,0.000021,0.000032,0.000016,0.000018,0.000066,0.000007,0.000005,0.000019,0.00003,0.000025,0.000001,0.000021,0.000001,0.000032,0.000034,0.000033,0.000051,0.000047,0.000018,0.000049,0.00001,0.000022,0.00001,0.000037,0.000039,0.000138,0.000012,0.000011,0.00002,0.000026,0.000046,0.000029,0.000004
203683,Planctomycetia,Bacteria,Planctomycetes,Planctomycetia,0.000016,0.000043,0.000045,0.000027,0.000089,0.000036,0.000043,0.000003,0.000002,0.000001,0.000003,0.000004,0.000005,0.000003,0.000003,0.000004,0.000003,0.000007,0.000001,0.000002,0.000001,0.000002,0.000069,0.000002,0.000006,0.00001,0.000001,0.000002,0.00003,0.000015,0.000039,0.000034,0.000018,0.000039,0.000008,0.000004,0.000011,0.000025,0.000025,0.000001,0.000005,0,0.00003,0.000028,0.000019,0.000023,0.000047,0.000012,0.00003,0.000005,0.000016,0.000009,0.000062,0.000119,0.000025,0.000011,0.000003,0.000011,0.000099,0.000035,0.000048,0.000004
118001,Chrysiogenetes,Bacteria,Chrysiogenetes,Chrysiogenetes,0.000008,0.000024,0.000023,0.00002,0.000116,0.000028,0.000035,0.000001,0.000001,0,0.000001,0.000001,0.000002,0,0,0,0.000001,0.000001,0,0,0,0,0,0.000001,0,0,0.000001,0.000001,0.000015,0.000007,0.000014,0.000006,0.000008,0.000008,0.000003,0.000002,0.000002,0.000008,0.000006,0,0.000003,0,0.000007,0.000012,0.000007,0.000034,0.000018,0.000004,0.000017,0.000002,0.000006,0.000003,0.000023,0.000054,0.000003,0.000005,0.000001,0.000005,0.00001,0.000011,0.000016,0.000001
6020,Oligohymenophorea,Eukaryota,none,Oligohymenophorea,0.000001,0.000001,0,0.000006,0,0.000017,0.000002,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000053,0,0,0,0.000011,0,0.000018,0,0,0,0.000024,0.000004,0.000012,0,0,0,0.000056,0.000087,0.000111,0,0,0,0,0.000026,0.000011,0,0.000048,0.000005,0,0,0,0.000004,0,0.000035,0,0
32061,Chloroflexi,Bacteria,Chloroflexi,Chloroflexi,0.000017,0.000053,0.000048,0.000032,0.000109,0.000037,0.000052,0.000005,0.000003,0.000004,0.000003,0.000004,0.000004,0,0.000004,0,0.000004,0.000003,0.000003,0.000002,0.000003,0.000003,0.000011,0.000003,0,0,0.000002,0.000004,0.000019,0.000012,0.00002,0.000018,0.000019,0.00003,0.000005,0.000002,0.000007,0.000014,0.000016,0.000002,0.000003,0,0.000013,0.000028,0.000017,0.000033,0.000045,0.00001,0.000023,0.000006,0.000011,0.000007,0.000034,0.000077,0.000027,0.000008,0.000007,0.000009,0.000023,0.000035,0.000036,0.000006
533205,Holophagae,Bacteria,Acidobacteria,Holophagae,0.000019,0.000033,0.00003,0.000024,0.000106,0.00004,0.000044,0.000003,0.000002,0,0.000001,0.000001,0.000001,0,0.000003,0,0.000003,0,0,0,0,0.000001,0,0.000003,0,0,0.000001,0.000001,0.000015,0.000007,0.000012,0.000008,0.000004,0.000013,0.000002,0.000002,0.000004,0.000007,0.000008,0,0.000019,0,0.000008,0.000008,0.000008,0.000016,0.00002,0.000005,0.000012,0.000001,0.000007,0.000005,0.000009,0.000014,0.000002,0.000004,0.000003,0.000006,0.000015,0.000016,0.00002,0.000001
189775,Thermomicrobia,Bacteria,Chloroflexi,Thermomicrobia,0.000016,0.000037,0.000041,0.000023,0.000098,0.000034,0.000064,0.000003,0.000002,0.000002,0.000001,0.000001,0.000001,0,0.000004,0,0.000003,0,0.000002,0.000001,0.000003,0.000002,0,0.000001,0,0,0,0.000002,0.000013,0.000009,0.000019,0.000013,0.000007,0.000013,0.000003,0.000001,0.000003,0.000004,0.00001,0,0.00001,0,0.00001,0.000017,0.000014,0.000021,0.000029,0.000006,0.000008,0.000002,0.000008,0.000006,0.000007,0.000015,0.000002,0.000006,0.000001,0.000006,0.000009,0.000018,0.000028,0.000002
183968,Thermococci,Archaea,Euryarchaeota,Thermococci,0.000021,0.000036,0.000037,0.000029,0.000067,0.000044,0.000039,0.000005,0.000004,0.000003,0.000002,0.000001,0.000002,0.000003,0.000007,0.000002,0.000006,0.000004,0.000002,0.000005,0.000004,0.000002,0.000006,0.000007,0,0,0.000013,0.000017,0.000028,0.000014,0.000031,0.000023,0.000009,0.000084,0.000004,0.000002,0.00001,0.000034,0.000026,0.000002,0,0,0.000018,0.000037,0.000032,0.000032,0.000072,0.000009,0.000062,0.000006,0.000012,0.000004,0.000017,0.000019,0.000093,0.000007,0.000002,0.000014,0.00002,0.000031,0.000034,0.000003
6101,Anthozoa,Eukaryota,Cnidaria,Anthozoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000024,0,0,0,0,0,0.000078,0,0,0,0,0,0,0,0,0,0.000014,0,0,0,0,0.000012,0,0,0,0
693071,Caldisericia,Bacteria,Caldiserica,Caldisericia,0.000011,0.000007,0.000009,0.000017,0.000009,0.000014,0.000009,0.000001,0.000001,0.000001,0,0,0.000003,0.00001,0.000001,0.000009,0,0,0.000001,0.000002,0.000001,0.000002,0,0.000003,0,0,0,0.000003,0.000007,0.000013,0.000021,0.000021,0.000009,0.000046,0.000002,0.000002,0.000007,0.000022,0.000054,0.000001,0.000002,0.000001,0.000008,0.00004,0.00002,0.000017,0.000037,0.000006,0.000021,0.000003,0.000009,0.000001,0.000005,0.000026,0.000023,0.000002,0.000001,0.000004,0.000011,0.000026,0.000018,0.000001
475962,Caldilineae,Bacteria,Chloroflexi,Caldilineae,0.000006,0.000023,0.00002,0.000014,0.000053,0.000018,0.000025,0.000002,0.000001,0,0.000001,0.000001,0.000001,0,0.000002,0,0.000002,0,0,0.000002,0,0,0,0.000001,0,0,0,0.000001,0.000005,0.000003,0.000008,0.000007,0.000007,0.000005,0.000001,0,0.000004,0.000004,0.000009,0,0,0,0.000008,0.000005,0.000007,0.000009,0.000012,0.000002,0.000009,0.000002,0.000003,0.000001,0.000007,0.000006,0.000001,0.000003,0.000001,0.000002,0.000006,0.00001,0.000017,0
1313211,Lentisphaeria,Bacteria,Lentisphaerae,Lentisphaeria,0.000003,0.000002,0.000003,0.000004,0.000006,0.000005,0.000003,0.000001,0.000001,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0.000009,0.000002,0,0,0.000002,0.000001,0.000005,0.000002,0.000007,0.000005,0.000004,0.000014,0.000002,0.000003,0.000002,0.000005,0.00001,0,0,0,0.000004,0.000015,0.000005,0.00001,0.000009,0.000003,0.000048,0.000001,0.000002,0.000002,0.000009,0.00001,0.000009,0.000002,0.000002,0.000003,0.00001,0.000004,0.000006,0.000001
666505,Phycisphaerae,Bacteria,Planctomycetes,Phycisphaerae,0.000007,0.000025,0.000021,0.000011,0.000046,0.000021,0.000029,0.000003,0.000002,0,0,0,0,0,0.000003,0,0.000004,0,0,0,0,0,0,0,0,0,0.000001,0,0.000004,0.000003,0.000006,0.000004,0.000002,0.000004,0.000001,0.000001,0.000001,0.000002,0.000004,0,0,0,0.000002,0.000003,0.000003,0.000004,0.000011,0.000001,0.000005,0.000001,0.000002,0.000001,0.000004,0.000002,0,0.000003,0,0.000001,0.00001,0.000006,0.000007,0
580370,Zetaproteobacteria,Bacteria,Proteobacteria,Zetaproteobacteria,0.000005,0.000013,0.000013,0.00001,0.000034,0.000011,0.000015,0.000002,0.000001,0,0.000002,0.000003,0.000003,0,0.000001,0,0.000001,0,0,0.000001,0,0,0.000007,0,0,0,0.000002,0.000001,0.000009,0.000006,0.000008,0.000004,0.000003,0.000006,0.000001,0.000001,0.000002,0.000006,0.000006,0.000001,0.000004,0,0.000005,0.00001,0.000005,0.000017,0.00001,0.000009,0.000004,0.000002,0.000003,0.000002,0.000019,0.000044,0.000006,0.000002,0.000007,0.000004,0.000008,0.000013,0.00002,0.000001
35422,Pedinophyceae,Eukaryota,Chlorophyta,Pedinophyceae,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292625,Anaerolineae,Bacteria,Chloroflexi,Anaerolineae,0.000008,0.000021,0.000021,0.000015,0.00004,0.000021,0.000025,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000003,0.000001,0,0.000001,0,0.000001,0.000001,0.000001,0.000001,0.000008,0,0,0,0.000001,0.000001,0.00001,0.000005,0.000012,0.000013,0.000003,0.000011,0.000001,0.000001,0.000003,0.000007,0.00001,0,0.000006,0,0.000005,0.000011,0.000009,0.000017,0.000027,0.000005,0.000011,0.000003,0.000007,0.000002,0.000008,0.000012,0.000009,0.000005,0.000007,0.000006,0.000011,0.000021,0.000018,0.000004
307596,Gloeobacteria,Bacteria,Cyanobacteria,Gloeobacteria,0.000004,0.000013,0.000012,0.000008,0.000039,0.000012,0.000016,0.000001,0.000001,0,0,0.000001,0,0,0.000001,0,0.000001,0,0,0,0,0,0.000009,0.000001,0,0,0,0.000001,0.000004,0.000004,0.000006,0.000006,0.000002,0.000004,0.000001,0,0.000002,0.000004,0.000003,0,0.000001,0,0.000003,0.000005,0.000004,0.00001,0.000007,0.000001,0.000005,0.000001,0.000002,0.000001,0.000006,0.000006,0.000002,0.000002,0,0.000002,0.000006,0.000007,0.000009,0
183967,Thermoplasmata,Archaea,Euryarchaeota,Thermoplasmata,0.000009,0.000019,0.000027,0.000015,0.000029,0.000013,0.000023,0.000007,0.000004,0,0.000001,0.000002,0.000002,0.000001,0.000005,0,0.000007,0.000001,0,0.000001,0,0,0,0,0,0.000002,0,0.000002,0.000011,0.000007,0.000016,0.000011,0.000005,0.000034,0.000002,0.000002,0.000005,0.000011,0.00002,0,0,0,0.000009,0.000021,0.000014,0.000016,0.000018,0.000009,0.000012,0.000002,0.000006,0.000002,0.00003,0.000014,0.000012,0.000003,0.000002,0.000005,0.00002,0.000008,0.00002,0.000002
451435,Chytridiomycetes,Eukaryota,Chytridiomycota,Chytridiomycetes,0,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009,0,0,0,0.000033,0,0,0,0,0.000003,0,0,0,0,0,0.000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155616,Tremellomycetes,Eukaryota,Basidiomycota,Tremellomycetes,0.000002,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0.000027,0,0,0.000002,0,0,0.000001,0,0,0,0,0.000003,0,0,0.000001,0,0,0,0,0,0.000004,0,0.000001,0,0.000001,0,0,0,0,0,0.000002,0.000001,0.000001,0,0,0,0,0.000001,0,0
134549,Spartobacteria,Bacteria,Verrucomicrobia,Spartobacteria,0.000003,0.000008,0.000008,0.000005,0.000025,0.000007,0.000013,0.000003,0.000002,0,0,0,0,0,0.000003,0,0.000003,0,0,0,0,0,0,0,0,0,0,0.000001,0.000006,0.000002,0.000004,0.000005,0.000004,0.000003,0.000001,0,0.000002,0.000003,0.000002,0,0,0,0.000003,0.000004,0.000003,0.000004,0.000008,0.000001,0.000019,0,0.000001,0.000001,0.000005,0.000009,0.000001,0.000002,0,0.000001,0.000005,0.000004,0.000006,0
155619,Agaricomycetes,Eukaryota,Basidiomycota,Agaricomycetes,0,0,0,0,0.000001,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0.000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0
33836,Coscinodiscophyceae,Eukaryota,Bacillariophyta,Coscinodiscophyceae,0,0,0.000001,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0.000011,0,0.000011,0,0.000001,0,0.000023,0,0.000005,0,0,0,0,0,0.000005,0,0.000012,0.000009,0,0,0,0.000002,0,0,0.000001,0
147550,Sordariomycetes,Eukaryota,Ascomycota,Sordariomycetes,0.000009,0.000004,0.000004,0.000007,0.000004,0.000006,0.000002,0,0,0,0.000002,0,0.000001,0,0.000002,0.000003,0,0.000001,0,0.000001,0.000002,0.000019,0.000022,0.000001,0.000002,0.000004,0.000002,0.000001,0.000001,0.000001,0.000004,0.000001,0.000001,0.000002,0.000002,0.000001,0.000002,0.000003,0.000005,0,0,0,0.000003,0.000007,0.000002,0.000003,0.000002,0.000001,0.000001,0,0.000008,0.000001,0.000005,0.000002,0.000001,0,0,0,0.000002,0.000003,0.000001,0
332159,Solibacteres,Bacteria,Acidobacteria,Solibacteres,0.000004,0.00001,0.000011,0.000006,0.000022,0.00001,0.000011,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0.000005,0.000003,0.000005,0.000003,0.000001,0.000005,0.000002,0.000001,0.000002,0.000003,0.000003,0,0.000001,0,0.000001,0.000004,0.000003,0.000006,0.000007,0.000001,0.000003,0.000001,0.000003,0.000003,0.000007,0.00001,0.000004,0.000002,0,0.000003,0.000005,0.000006,0.000007,0
219685,Gemmatimonadetes,Bacteria,Gemmatimonadetes,Gemmatimonadetes,0.000004,0.000009,0.000008,0.000005,0.000018,0.000011,0.000009,0.000001,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0.000006,0.000003,0.000004,0.000002,0.000001,0.000005,0.000001,0,0.000002,0.000002,0.000003,0,0,0,0.000004,0.000003,0.000003,0.000005,0.000005,0.000002,0.000002,0.000001,0.000002,0.000003,0.000007,0.000004,0.000002,0.000003,0.000001,0.000001,0.000006,0.000004,0.000006,0
183980,Archaeoglobi,Archaea,Euryarchaeota,Archaeoglobi,0.000004,0.000005,0.000008,0.000007,0.000015,0.000006,0.000007,0.000003,0.000002,0,0,0,0,0,0.000003,0,0.000003,0,0,0,0,0,0.000006,0,0,0,0,0.000002,0.000003,0.000002,0.000003,0.000005,0.000002,0.000007,0.000002,0,0.000001,0.000004,0.000005,0.000001,0,0,0.000003,0.000014,0.000008,0.00001,0.000016,0.000002,0.000014,0.000001,0.000003,0.000001,0.000003,0.000003,0.000009,0.000002,0,0.000002,0.000003,0.000005,0.000005,0.000001
1051663,Nanohaloarchaea,Archaea,Euryarchaeota,Nanohaloarchaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0.000001,0,0.000002,0,0.000001,0,0,0,0.000002,0.000005,0,0,0,0.000001,0.000005,0,0,0.000006,0,0.000013,0,0,0,0.000001,0.000002,0,0,0,0,0.000001,0,0.000001,0
388447,Ktedonobacteria,Bacteria,Chloroflexi,Ktedonobacteria,0.000001,0.000003,0.000004,0.000003,0.00001,0.000004,0.000005,0.000003,0.000002,0,0,0.000001,0.000001,0,0.000002,0,0.000003,0,0,0.000001,0.000001,0,0,0,0,0,0,0.000001,0.000002,0.000001,0.000003,0.000002,0.000001,0.000003,0,0,0.000001,0.000001,0.000002,0,0,0.000002,0.000001,0.000002,0.000002,0.000003,0.000005,0.000001,0.000002,0,0.000001,0.000001,0.000002,0.000001,0.000004,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0
451454,Monoblepharidomycetes,Eukaryota,Chytridiomycota,Monoblepharidomycetes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147554,Schizosaccharomycetes,Eukaryota,Ascomycota,Schizosaccharomycetes,0.000003,0,0,0,0,0,0,0,0,0,0.000002,0,0.000002,0,0,0,0,0,0,0,0,0,0.000007,0,0,0,0,0,0.000001,0,0.000009,0.000001,0,0.000003,0,0,0.000002,0,0,0,0,0,0.000009,0.000001,0.000001,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0.000003,0,0
1293498,Nitrospinia,Bacteria,Nitrospinae,Nitrospinia,0.000002,0.000005,0.000007,0.000002,0.000008,0.000004,0.000006,0.000001,0,0,0,0,0,0,0.000001,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0.000003,0.000001,0.000003,0.000001,0.000001,0.000001,0,0,0.000001,0.000001,0.000001,0,0,0,0.000001,0.000002,0.000001,0.000002,0.000008,0.000001,0.000001,0,0.000001,0,0.000003,0.000002,0.000001,0,0,0.000001,0.000001,0.000002,0.000004,0
183988,Methanopyri,Archaea,Euryarchaeota,Methanopyri,0.000001,0.000003,0.000002,0.000001,0.000002,0.000001,0.000002,0.000002,0.000001,0,0,0,0,0,0.000002,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0.000001,0,0.000001,0.000003,0,0.000001,0,0,0,0.000001,0.000001,0,0,0,0,0,0,0.000001,0
5752,Heterolobosea,Eukaryota,none,Heterolobosea,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000001,0,0,0,0,0,0,0,0,0,0,0,0,0.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33103,Ulvophyceae,Eukaryota,Chlorophyta,Ulvophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0